"year","state","dem_2p_vs","prv_2p_vs","dem_2p_ps","unemp_rate","deminc","incrunning","st_partisanship"
1980,"Florida",0.409492370528031,0.526802018720792,0.452780561191558,6.375,1,1,-0.0435370959707959
1980,"Georgia",0.576623996924517,0.669382948593174,0.572128998566144,6.725,1,1,0.0119826359202653
1980,"Hawaii",0.510840592350869,0.512826312382994,0.539076767359572,5.125,1,1,-0.00231366164092478
1980,"Idaho",0.274867732126688,0.38267009374055,0.319782316634904,7.925,1,1,-0.110771857150118
1980,"Illinois",0.45660337617889,0.489971662563606,0.479704946541443,8.85,1,1,0.00214432239608625
1980,"Indiana",0.402026713298502,0.461512221923052,NA,10.275,1,1,-0.0479633223426703
1980,"Iowa",0.429368497287916,0.494838341468476,0.429994387662434,6.725,1,1,0.00742588133497879
1980,"Kansas",0.365245105614797,0.461244592374619,0.35101050367761,4.775,1,1,-0.0638788424217533
1980,"Kentucky",0.492872543987304,0.536540286466435,NA,8.675,1,1,-0.00091429210857763
1980,"Louisiana",0.471891140114007,0.529595751478807,0.42930128836449,6.825,1,1,-0.0301909645252683
1980,"Maryland",0.516191380662185,0.530354199234364,0.57042168449667,6.85,1,1,0.00826510459794644
1980,"Massachusetts",0.499093269831437,0.581146221711059,0.504265934230893,5.775,1,1,0.116787881218053
1980,"Michigan",0.464535891032016,0.4725622595013,0.429477416832223,13.3,1,1,0.0032458445074105
1980,"Minnesota",0.522136145571868,0.566419819719711,0.499125727456015,6.025,1,1,0.0727778087585683
1980,"Mississippi",0.493216677964544,0.509678885287533,0.41237717782733,7.85,1,1,-0.0911744592290948
1980,"Missouri",0.464345856585566,0.518419071257588,0.48089763210524,7.8,1,1,0.00140698114759813
1980,"Montana",0.363347555457047,0.462156538540138,NA,6.375,1,1,-0.0176726140316978
1980,"Nevada",0.300726713369992,0.477306040711838,0.345462976062078,6.7,1,1,-0.0260817404545695
1980,"New Hampshire",0.32932307627152,0.442607470471851,0.399871546112618,4.975,1,1,-0.0486954368161755
1980,"New Jersey",0.425908554853687,0.488993315260493,0.465104652682284,7.6,1,1,-0.0148738557217257
1980,"New Mexico",0.40091733256889,0.487552324834512,NA,7.925,1,1,-0.0152866711367993
1980,"New York",0.50844863803542,0.534451946087019,0.530074917201631,7.6,1,1,0.0274419171400718
1980,"North Carolina",0.489003173702554,0.555532924984649,0.541106359155535,6.95,1,1,-0.0217022169040563
1980,"North Dakota",0.290192902478709,0.469619894948268,0.325914364703809,5.35,1,1,-0.0286674524628545
1980,"Ohio",0.442645149899254,0.501163545966486,0.451601689935824,9.375,1,1,-0.000922854812082985
1980,"Oklahoma",0.366278667196309,0.493847794833743,0.421446359623485,5.375,1,1,-0.0765914986395955
1980,"Oregon",0.444474061564264,0.499128268230797,0.457205872337924,9.175,1,1,0.0265329234192272
1980,"Pennsylvania",0.461383641328834,0.513571390921736,0.463230299007459,8.5,1,1,0.00960833009621431
1980,"Rhode Island",0.561660554745352,0.55672377318806,0.588229023183751,7.45,1,1,0.0665272344582551
1980,"South Carolina",0.493627067298215,0.565661090449159,0.518269524786886,7.425,1,1,-0.0217668827202451
1980,"South Dakota",0.343665411419003,0.492569656331952,0.332415393883061,5.2,1,1,0.0283080764345108
1980,"Tennessee",0.498500775395146,0.565729445805317,0.55017955762315,8.025,1,1,-0.0108342397912669
1980,"Texas",0.428326592061845,0.515985032283771,0.47635361069635,5.3,1,1,-0.0212042052356565
1980,"Utah",0.220348149579841,0.350199416174056,NA,6.7,1,1,-0.130892849259411
1980,"Vermont",0.464106920376034,0.43661363189943,NA,6.625,1,1,-0.0440911458235869
1980,"Virginia",0.431841394708755,0.493135811445363,0.41259544974106,5.475,1,1,-0.0460243051245444
1980,"Washington",0.429046539051112,0.479797064322048,0.443824794279038,8.475,1,1,-0.00424574567905267
1980,"West Virginia",0.523697817201297,0.580695186453323,0.581870945713779,10.125,1,1,0.0259654052388489
1980,"Wisconsin",0.474096914214397,0.508616436674997,0.477869502039277,8.225,1,1,0.0330751943025221
1980,"Wyoming",0.308673740218701,0.401655953948218,NA,4.125,1,1,-0.0923562805525888
1984,"Alabama",0.387366046486817,0.493236616929605,0.380425736138793,10.775,0,1,0.0512172072003483
1984,"Alaska",0.309440873522836,0.327008143551589,NA,9.65,0,1,-0.124689793245839
1984,"Arizona",0.32883272429994,0.317879131676649,NA,4.95,0,1,-0.112861670399885
1984,"Arkansas",0.387724118980559,0.496802940570765,NA,8.625,0,1,0.0949110065226493
1984,"California",0.417754651778023,0.405333754407905,0.413430129357394,7.6,0,1,-0.0306569804838675
1984,"Colorado",0.356342301643494,0.360696597871354,0.364705882352941,5.525,0,1,-0.0779241413761253
1984,"Connecticut",0.39000831236982,0.444428036772874,0.348878173336669,4.6,0,1,-0.0195707862983598
1984,"Delaware",0.400463273008044,0.487332147498226,NA,6.275,0,1,0.0285820430419457
1984,"Florida",0.346675867864545,0.409492370528031,0.339428954688056,6.275,0,1,-0.0105875265293177
1984,"Georgia",0.398021798518602,0.576623996924517,NA,6.05,0,1,0.144268751605116
1984,"Hawaii",0.442962757823506,0.510840592350869,NA,5.675,0,1,0.0330987312132023
1984,"Idaho",0.26724428802585,0.274867732126688,NA,7.35,0,1,-0.14996580822011
1984,"Illinois",0.435267466927793,0.45660337617889,0.431751074432909,8.75,0,1,-0.00544720178248087
1984,"Indiana",0.379265708783163,0.402026713298502,0.411204941651652,8.225,0,1,-0.0469652535429521
1984,"Iowa",0.462761746699799,0.429368497287916,0.432015127436302,6.975,0,1,-0.0166313017755327
1984,"Kansas",0.329705228884303,0.365245105614797,0.343420628793988,4.8,0,1,-0.0654898721590215
1984,"Kentucky",0.39635817610548,0.492872543987304,0.36165213344424,9.025,0,1,0.0359716940731403
1984,"Louisiana",0.385808388374578,0.471891140114007,NA,10.225,0,1,0.0220087246426779
1984,"Maryland",0.472424728078554,0.516191380662185,0.423529411764706,5.325,0,1,0.0445380687945453
1984,"Massachusetts",0.486016697627406,0.499093269831437,0.474415691263607,4.45,0,1,0.061385024617519
1984,"Michigan",0.404536750018314,0.464535891032016,NA,10.975,0,1,-0.0101856458870711
1984,"Minnesota",0.50090890768195,0.522136145571868,0.507696942047103,6,0,1,0.0655432614920604
1984,"Mississippi",0.376849649410584,0.493216677964544,NA,10.65,0,1,0.0227130604723093
1984,"Missouri",0.39975249332123,0.464345856585566,0.409143533747556,6.675,0,1,0.0126477427678476
1984,"Montana",0.38698601236313,0.363347555457047,NA,7.475,0,1,-0.0659826741551365
1984,"Nevada",0.326843184452171,0.300726713369992,NA,7.975,0,1,-0.089718344112814
1984,"New Hampshire",0.310655477455943,0.32932307627152,0.456867259508316,4.325,0,1,-0.0927694477820438
1984,"New Jersey",0.394786089185037,0.425908554853687,0.364994256365182,6.05,0,1,-0.021283786096639
1984,"New Mexico",0.396504018708118,0.40091733256889,0.384320963611593,7.825,0,1,-0.0344998924520285
1984,"New York",0.470582821297111,0.50844863803542,0.435733733569389,7.175,0,1,0.0427155709074902
1984,"North Carolina",0.379721370501131,0.489003173702554,0.351950387631504,6.85,0,1,0.0435333281898727
1984,"North Dakota",0.342654176168523,0.290192902478709,NA,5.375,0,1,-0.0988283224402407
1984,"Ohio",0.405293162809317,0.442645149899254,0.404452025361392,9.2,0,1,-0.00683037322085916
1984,"Oklahoma",0.30890174152301,0.366278667196309,NA,7.025,0,1,-0.0486714901387031
1984,"Oregon",0.438952886606626,0.444474061564264,0.438788695570854,9.3,0,1,-0.00693355625619885
1984,"Pennsylvania",0.462992685228784,0.461383641328834,0.422294719864037,8.925,0,1,0.00874279497155567
1984,"Rhode Island",0.481702697550747,0.561660554745352,0.443353488435095,5.075,0,1,0.0804574428129772
1984,"South Carolina",0.358812205858762,0.493627067298215,NA,6.8,0,1,0.0509093577199581
1984,"South Dakota",0.367004867564321,0.343665411419003,NA,4.425,0,1,-0.0606171872782512
1984,"Tennessee",0.41818151905547,0.498500775395146,NA,8.35,0,1,0.0533803894465022
1984,"Texas",0.362136948269866,0.428326592061845,0.358378774054324,5.875,0,1,-0.00657890898092084
1984,"Utah",0.248799789903183,0.220348149579841,0.250679820900401,6.3,0,1,-0.193460938276781
1984,"Vermont",0.413350892722209,0.464106920376034,NA,4.775,0,1,-0.0283744450159972
1984,"Virginia",0.373243120607802,0.431841394708755,0.344444444444444,5.1,0,1,-0.0162461180766698
1984,"Washington",0.431536489836337,0.429046539051112,0.414097500653114,9.025,0,1,-0.0243129194671489
1984,"West Virginia",0.447275656754016,0.523697817201297,0.448884786433872,14.425,0,1,0.0734617806735814
1984,"Wisconsin",0.453779842903783,0.474096914214397,0.404057724646445,7.15,0,1,0.0126219542909677
1984,"Wyoming",0.285996002379281,0.308673740218701,NA,6.225,0,1,-0.12356987407027
1988,"Alabama",0.402544316019111,0.387366046486817,0.399706169125084,7.25,0,0,0.0126761376336025
1988,"Alaska",0.378366825657466,0.309440873522836,0.443913549135233,8.65,0,0,-0.109400685537396
1988,"Arizona",0.392565084690075,0.32883272429994,0.382787155269486,6.375,0,0,-0.104269266086314
1988,"Arkansas",0.428083572868849,0.387724118980559,0.457014708627784,7.525,0,0,0.0146383357010534
1988,"California",0.481926894636241,0.417754651778023,0.457176426540238,5.3,0,0,-0.0160809909816444
1988,"Colorado",0.460461756185028,0.356342301643494,0.479998601854899,6.325,0,0,-0.0691057443171848
1988,"Connecticut",0.47418849543567,0.39000831236982,0.497452102610718,3.075,0,0,-0.0104070195032622
1988,"Delaware",0.437588104041307,0.400463273008044,0.415388035397409,3.225,0,0,0.0162725161785263
1988,"Florida",0.387479283541484,0.346675867864545,0.38355487793716,5.125,0,0,-0.0495410748783208
1988,"Georgia",0.397963836552396,0.398021798518602,0.433641277337091,5.6,0,0,0.0596977036469505
1988,"Hawaii",0.548062759801589,0.442962757823506,0.550539816667513,3.15,0,0,0.0492764810125787
1988,"Idaho",0.367121771493669,0.26724428802585,NA,5.8,0,0,-0.15656918399834
1988,"Illinois",0.489507230036411,0.435267466927793,0.493437925694221,6.525,0,0,0.0183102274787326
1988,"Indiana",0.39874008875068,0.379265708783163,0.422058173648468,5.325,0,0,-0.0369789830337762
1988,"Iowa",0.551484811400825,0.462761746699799,0.576187788417881,4.425,0,0,0.0184399279192487
1988,"Kansas",0.432724982978135,0.329705228884303,0.450149972524975,4.5,0,0,-0.0801500268250588
1988,"Kentucky",0.441462321882115,0.39635817610548,0.468993078033264,7.525,0,0,0.0169901659717834
1988,"Louisiana",0.448087076760503,0.385808388374578,0.450420078140739,10.625,0,0,0.00122457016968414
1988,"Maryland",0.48535569768883,0.472424728078554,0.496523528061267,4.225,0,0,0.0666828602957605
1988,"Massachusetts",0.53982588933187,0.486016697627406,0.537434119136876,3.3,0,0,0.0649297896548127
1988,"Michigan",0.460219500399449,0.404536750018314,0.487499137328999,7.25,0,0,0.00691112645055625
1988,"Minnesota",0.53550859925244,0.50090890768195,0.541470178348535,4.3,0,0,0.0838973325523
1988,"Mississippi",0.394789170448172,0.376849649410584,0.397800973562914,8.525,0,0,0.00740796961295503
1988,"Missouri",0.480030883190228,0.39975249332123,0.4690316609766,5.9,0,0,0.00442398087878892
1988,"Montana",0.470118102786157,0.38698601236313,0.445701834690738,6.425,0,0,-0.0524584101645201
1988,"Nevada",0.391814108354143,0.326843184452171,0.395386234431771,5.075,0,0,-0.113840245163527
1988,"New Hampshire",0.367663672728661,0.310655477455943,0.347196685115935,2.525,0,0,-0.107635917210877
1988,"New Jersey",0.430988423864648,0.394786089185037,0.443730181436001,3.825,0,0,-0.0172778720552469
1988,"New Mexico",0.474900842595146,0.396504018708118,0.446452002730661,7.225,0,0,-0.0289145184361051
1988,"New York",0.534220526391879,0.470582821297111,0.501083657839164,4.4,0,0,0.0618905355916565
1988,"North Carolina",0.4184246213145,0.379721370501131,0.455025713551334,3.55,0,0,0.00673707802723406
1988,"North Dakota",0.434046442721323,0.342654176168523,0.419763413265674,4.675,0,0,-0.111201654750993
1988,"Ohio",0.445259353497493,0.405293162809317,0.454964518193394,5.875,0,0,-0.00365603772032352
1988,"Oklahoma",0.416101877275583,0.30890174152301,0.410602580109234,6.4,0,0,-0.0900349897149491
1988,"Oregon",0.52383680797598,0.438952886606626,0.505600756384198,5.675,0,0,0.0140882800108363
1988,"Pennsylvania",0.488304530046623,0.462992685228784,0.480864653791001,4.975,0,0,0.0345629692041998
1988,"Rhode Island",0.558778705533106,0.481702697550747,0.55909001366717,3.1,0,0,0.0940564320734409
1988,"South Carolina",0.379278544355817,0.358812205858762,0.420080380487643,4.575,0,0,-0.00140555749611998
1988,"South Dakota",0.468076211914141,0.367004867564321,0.473818905262827,4,0,0,-0.0722900545829464
1988,"Tennessee",0.417813594980292,0.41818151905547,0.439264289500445,5.9,0,0,0.0307159531506992
1988,"Texas",0.436536670688627,0.362136948269866,0.449765886981325,7.2,0,0,-0.0323934239087532
1988,"Utah",0.326121251680993,0.248799789903183,0.325068871039599,4.825,0,0,-0.193051224333097
1988,"Vermont",0.482182869232756,0.413350892722209,0.497217307082077,3.05,0,0,0.0111037124745125
1988,"Virginia",0.396410539424176,0.373243120607802,0.430521835679944,4.05,0,0,-0.0250829364163304
1988,"Washington",0.508077117545858,0.431536489836337,0.476199982255837,6.225,0,0,0.00266632036911574
1988,"West Virginia",0.523768931976206,0.447275656754016,0.55486334485302,9.6,0,0,0.0578615429030478
1988,"Wisconsin",0.51823466294561,0.453779842903783,0.49047257766792,4.225,0,0,0.0363131844844811
1988,"Wyoming",0.385751235774227,0.285996002379281,0.330181673113046,6.4,0,0,-0.130290322775618
1992,"Alabama",0.46178873540097,0.402544316019111,0.491102987108072,7.525,0,1,-0.0396890027995002
1992,"Alaska",0.434257379613298,0.378366825657466,0.504057116897414,8.8,0,1,-0.0907403344623133
1992,"Arizona",0.486980960169881,0.392565084690075,0.498841054974985,7.45,0,1,-0.0739452795574569
1992,"Arkansas",0.599922670661225,0.428083572868849,0.603429434757715,6.975,0,1,-0.0267403381277603
1992,"California",0.585167287693791,0.481926894636241,0.606685820600417,9.625,0,1,0.0151965891546679
1992,"Colorado",0.52802065522825,0.460461756185028,0.553177571807521,6.1,0,1,-0.0262421551382031
1992,"Connecticut",0.541251167074267,0.47418849543567,0.566688455108563,7.575,0,1,-0.00254578014971946
1992,"Delaware",0.551979927047253,0.437588104041307,0.551066066315733,5.35,0,1,-0.0156184955277887
1992,"Florida",0.48803158910419,0.387479283541484,0.487803638585676,8.175,0,1,-0.0675666083494497
1992,"Georgia",0.503421284510966,0.397963836552396,0.51070350478538,7.05,0,1,-0.0366513665169652
1992,"Hawaii",0.567199777308213,0.548062759801589,0.623659858690354,4.65,0,1,0.0608685747600833
1992,"Idaho",0.403385169788434,0.367121771493669,0.436467876576576,6.475,0,1,-0.117461154292705
1992,"Illinois",0.585882182122468,0.489507230036411,0.588211431238258,7.55,0,1,0.0277431644296376
1992,"Indiana",0.461651054660612,0.39874008875068,0.469359803594462,6.725,0,1,-0.045641285285543
1992,"Iowa",0.537325291135621,0.551484811400825,0.530409567488009,4.375,0,1,0.0724790949978475
1992,"Kansas",0.464589444123824,0.432724982978135,0.497120500238719,4.6,0,1,-0.053429078121245
1992,"Kentucky",0.518687776947661,0.441462321882115,0.539766598767895,6.9,0,1,-0.015733935058667
1992,"Louisiana",0.526651378604156,0.448087076760503,0.511886549910909,8.225,0,1,-0.0176964514849238
1992,"Maryland",0.582999000392177,0.48535569768883,0.554553107756175,6.7,0,1,0.0442460288312275
1992,"Massachusetts",0.620922286712016,0.53982588933187,0.593755682330202,8.45,0,1,0.0782771094271735
1992,"Michigan",0.546151596469711,0.460219500399449,0.547857404019991,8.875,0,1,-0.00226605884358294
1992,"Minnesota",0.577213402244864,0.53550859925244,0.535423067233928,5.15,0,1,0.0835645694147306
1992,"Mississippi",0.450715105326158,0.394789170448172,0.471840342126983,8.075,0,1,-0.0488247741230863
1992,"Missouri",0.565069661003136,0.480030883190228,0.584252709454844,6.15,0,1,0.00524750420326436
1992,"Montana",0.517240571248753,0.470118102786157,0.512952555279202,6.725,0,1,-0.00609212647782076
1992,"Nevada",0.518247775196177,0.391814108354143,0.541877267386484,6.7,0,1,-0.0753155376493073
1992,"New Hampshire",0.507965513554495,0.367663672728661,0.526063570243838,7.275,0,1,-0.0954846089601622
1992,"New Jersey",0.514203183520935,0.430988423864648,0.553189305774752,8.725,0,1,-0.021756927527622
1992,"New Mexico",0.551421567697564,0.474900842595146,0.553780768584735,7.05,0,1,0.00105824659916781
1992,"New York",0.621108254042249,0.534220526391879,0.626788153728603,8.775,0,1,0.0677574897920308
1992,"North Carolina",0.495415357208133,0.4184246213145,0.518332135080629,6.05,0,1,-0.0355711881446487
1992,"North Dakota",0.421252952270912,0.434046442721323,0.445161576635116,4.775,0,1,-0.046293874607541
1992,"Ohio",0.511681633469545,0.445259353497493,0.51247501216739,7.5,0,1,-0.00936792589905971
1992,"Oklahoma",0.443778816973813,0.416101877275583,0.464646020894845,5.825,0,1,-0.0721423746531675
1992,"Oregon",0.566338915165928,0.52383680797598,0.573640413021157,7.3,0,1,0.0467506632388386
1992,"Pennsylvania",0.555485294610153,0.488304530046623,0.562232140196027,7.625,0,1,0.0410044235852387
1992,"Rhode Island",0.618437228182082,0.558778705533106,0.652071782224286,8.85,0,1,0.0855965174894623
1992,"South Carolina",0.476431545727597,0.379278544355817,0.442805528672308,6.7,0,1,-0.0655988089451748
1992,"South Dakota",0.477389662316614,0.468076211914141,0.510186773522241,3.3,0,1,-0.0171036443132331
1992,"Tennessee",0.52598036647076,0.417813594980292,0.549076108693687,6.4,0,1,-0.0166466270345831
1992,"Texas",0.477578368341145,0.436536670688627,0.498009674794516,7.65,0,1,-0.0353073745732178
1992,"Utah",0.362464208860197,0.326121251680993,0.386168993580781,4.775,0,1,-0.147183663260377
1992,"Vermont",0.602542013585069,0.482182869232756,0.581372274255378,5.95,0,1,0.0131226969250179
1992,"Virginia",0.474449870658566,0.396410539424176,0.452599214594096,6.15,0,1,-0.0498173540364756
1992,"Washington",0.575917010725112,0.508077117545858,0.601481222254068,7.475,0,1,0.0351626196386333
1992,"West Virginia",0.577688380819407,0.523768931976206,0.597354245169455,11.225,0,1,0.0508781103126464
1992,"Wisconsin",0.527945085021154,0.51823466294561,0.54359237751284,5.2,0,1,0.0513630688722321
1992,"Wyoming",0.462079765706034,0.385751235774227,0.469473289791468,5.525,0,1,-0.0987705649757104
1996,"Alabama",0.462661288463111,0.46178873540097,0.466191213176729,5.05,1,1,-0.0656003523683482
1996,"Alaska",0.395714974941662,0.434257379613298,0.439320737025025,7.5,1,1,-0.0914547754430066
1996,"Arizona",0.512237711518543,0.486980960169881,0.541414367073271,5.65,1,1,-0.057993855648411
1996,"Arkansas",0.593528248647555,0.599922670661225,0.602994586573954,5.3,1,1,0.0162362436866483
1996,"California",0.572162652309689,0.585167287693791,0.582609968279719,7.025,1,1,0.0357802130866272
1996,"Colorado",0.492407923697726,0.52802065522825,0.520464984256927,4.25,1,1,-0.00352567237174961
1996,"Connecticut",0.603635068823127,0.541251167074267,0.627598642438383,5.55,1,1,0.00995295317657968
1996,"Delaware",0.5862365663257,0.551979927047253,0.558399879495412,5.225,1,1,-0.00298286253410873
1996,"Florida",0.531549611951064,0.48803158910419,0.527741355073731,5.05,1,1,-0.0600114417555516
1996,"Georgia",0.493677308014458,0.503421284510966,0.516360910807049,4.675,1,1,-0.0470743175467074
1996,"Hawaii",0.642761518082488,0.567199777308213,0.632184981654381,6.225,1,1,0.0598643904765124
1996,"Idaho",0.392009724242841,0.403385169788434,0.388368023635404,5.2,1,1,-0.112513407437337
1996,"Illinois",0.596050921854578,0.585882182122468,0.595807440601867,5.225,1,1,0.0399278280010509
1996,"Indiana",0.468515936449544,0.461651054660612,0.487329874154655,3.85,1,1,-0.0675713063727427
1996,"Iowa",0.557333889237327,0.537325291135621,0.574940788461221,3.5,1,1,0.0466381731898345
1996,"Kansas",0.399276344520159,0.464589444123824,0.432799380495873,4.275,1,1,-0.0491096645274091
1996,"Kentucky",0.505290511843428,0.518687776947661,0.522444202695127,5.375,1,1,-0.0176918286635012
1996,"Louisiana",0.565608382715921,0.526651378604156,0.566633708507456,6.5,1,1,-0.0103976503960592
1996,"Maryland",0.586384234862724,0.582999000392177,0.581891011970496,4.925,1,1,0.0364104709621145
1996,"Massachusetts",0.686378254054151,0.620922286712016,0.678820800696308,4.25,1,1,0.0826072099435538
1996,"Michigan",0.573244133666968,0.546151596469711,0.577293255256958,4.85,1,1,0.0054186703561912
1996,"Minnesota",0.593806892713758,0.577213402244864,0.622500361954786,3.925,1,1,0.0585941226702633
1996,"Mississippi",0.472527762454129,0.450715105326158,0.455796748588154,5.825,1,1,-0.0750147401912237
1996,"Missouri",0.535470374764281,0.565069661003136,0.558320679052537,4.8,1,1,0.0247833940182929
1996,"Montana",0.483125895492758,0.517240571248753,0.501939277681244,5.175,1,1,-0.00408754106093367
1996,"Nevada",0.50586531355247,0.518247775196177,0.500888330560857,4.975,1,1,-0.0427359363032284
1996,"New Hampshire",0.556116317106892,0.507965513554495,0.58778742485598,3.825,1,1,-0.0599522849368107
1996,"New Jersey",0.599667932033127,0.514203183520935,0.606929012522949,6,1,1,-0.0251710743855973
1996,"New Mexico",0.540241305610316,0.551421567697564,0.585454691638378,7.225,1,1,0.0153943270679665
1996,"New York",0.677320293812358,0.621108254042249,0.654825216216374,6.125,1,1,0.0798975121386756
1996,"North Carolina",0.474700133302654,0.495415357208133,0.489388088396643,4.15,1,1,-0.0408468888170724
1996,"North Dakota",0.460886809941583,0.421252952270912,0.466711771840899,2.825,1,1,-0.070117180582271
1996,"Ohio",0.535969491817205,0.511681633469545,0.534352173727575,4.9,1,1,-0.0192963845948699
1996,"Oklahoma",0.455993908932942,0.443778816973813,0.459622872106321,3.925,1,1,-0.0678265309536905
1996,"Oregon",0.546931157196582,0.566338915165928,0.575736446450161,5.75,1,1,0.047320983492565
1996,"Pennsylvania",0.551612053608325,0.555485294610153,0.576596061127463,5.2,1,1,0.024128034249999
1996,"Rhode Island",0.690042133874984,0.618437228182082,0.688271758065861,5.3,1,1,0.0908410887792053
1996,"South Carolina",0.468880240780145,0.476431545727597,0.453769979868234,5.9,1,1,-0.0699118330366817
